countyname,state,numberofplans1,numberofplans2,countyssa,eligibles,totalenrollees,totalpenetration
SCHLEY ,GA ,0,0,11842,535,0,0
SCREVEN ,GA ,0,0,11850,2585,0,0
SEMINOLE ,GA ,1,1,11851,1915,24,1.2532637
SPALDING ,GA ,3,1,11860,9754,131,1.3430388
STEPHENS ,GA ,1,0,11861,5900,20,.33898306
STEWART ,GA ,1,1,11862,979,29,2.9622064
SUMTER ,GA ,1,1,11870,4820,110,2.2821577
TALBOT ,GA ,1,1,11880,1158,64,5.5267701
TALIAFERRO ,GA ,0,0,11881,407,0,0
TATTNALL ,GA ,0,0,11882,3546,0,0
TAYLOR ,GA ,1,1,11883,1684,39,2.3159144
TELFAIR ,GA ,0,0,11884,2408,0,0
TERRELL ,GA ,1,1,11885,1793,63,3.5136642
THOMAS ,GA ,1,1,11890,8834,193,2.1847408
TIFT ,GA ,1,0,11900,6253,19,.30385414
TOOMBS ,GA ,1,0,11901,4845,15,.30959752
TOWNS ,GA ,0,0,11902,3047,0,0
TREUTLEN ,GA ,0,0,11903,1119,0,0
TROUP ,GA ,2,1,11910,10003,325,3.2490253
TURNER ,GA ,0,0,11911,1699,0,0
TWIGGS ,GA ,1,1,11912,1571,19,1.2094208
UNION ,GA ,2,0,11913,5098,43,.84346801
UPSON ,GA ,2,2,11920,4724,306,6.4775615
WALKER ,GA ,1,0,11921,12623,41,.32480392
WALTON ,GA ,4,1,11930,10554,124,1.1749099
WARE ,GA ,1,0,11940,7524,36,.47846889
WARREN ,GA ,0,0,11941,1096,0,0
WASHINGTON ,GA ,1,1,11950,3373,113,3.3501334
WAYNE ,GA ,1,0,11960,4431,17,.38366058
WEBSTER ,GA ,1,1,11961,314,13,4.1401272
WHEELER ,GA ,0,0,11962,946,0,0
WHITE ,GA ,2,0,11963,4318,35,.81056046
WHITFIELD ,GA ,2,0,11970,12731,38,.29848403
WILCOX ,GA ,0,0,11971,1525,0,0
WILKES ,GA ,0,0,11972,2374,0,0
WILKINSON ,GA ,0,0,11973,2006,0,0
WORTH ,GA ,1,1,11980,2884,21,.72815531
HAWAII ,HI ,4,2,12010,25421,7132,28.055544
HONOLULU ,HI ,8,3,12020,136871,44256,32.334095
KAUAI ,HI ,2,2,12040,9496,2823,29.728306
MAUI ,HI ,4,2,12050,17437,6973,39.989677
ADAIR ,IA ,1,1,16000,1589,29,1.8250473
ADAMS ,IA ,0,0,16010,989,0,0
ALLAMAKEE ,IA ,2,1,16020,2940,45,1.5306122
APPANOOSE ,IA ,2,2,16030,3134,65,2.0740268
AUDUBON ,IA ,1,1,16040,1501,14,.93271154
BENTON ,IA ,4,4,16050,4153,265,6.3809295
BLACK HAWK ,IA ,5,2,16060,21051,4223,20.060804
BOONE ,IA ,2,2,16070,4530,164,3.6203091
BREMER ,IA ,2,2,16080,4481,472,10.533363
BUCHANAN ,IA ,3,2,16090,3636,451,12.40374
BUENA VISTA ,IA ,0,0,16100,3567,0,0
BUTLER ,IA ,2,2,16110,3349,191,5.7031951
CALHOUN ,IA ,0,0,16120,2522,0,0
CARROLL ,IA ,2,1,16130,4577,69,1.5075377
CASS ,IA ,0,0,16140,3453,0,0
CEDAR ,IA ,4,4,16150,2961,177,5.9777102
CERRO GORDO ,IA ,0,0,16160,9337,0,0
CHEROKEE ,IA ,2,2,16170,2821,119,4.2183623
CHICKASAW ,IA ,1,1,16180,2570,62,2.4124513
CLARKE ,IA ,1,1,16190,1606,18,1.120797
CLAY ,IA ,0,0,16200,3448,0,0
CLAYTON ,IA ,4,2,16210,3869,442,11.424141
CLINTON ,IA ,2,2,16220,9428,155,1.644039
CRAWFORD ,IA ,2,2,16230,3138,73,2.3263226
DALLAS ,IA ,3,2,16240,5556,218,3.923686
DAVIS ,IA ,1,1,16250,1534,80,5.2151237
DECATUR ,IA ,1,1,16260,1776,12,.67567569
DELAWARE ,IA ,4,4,16270,2943,235,7.9850492
DES MOINES ,IA ,1,1,16280,7989,146,1.8275129
DICKINSON ,IA ,0,0,16290,3943,0,0
DUBUQUE ,IA ,4,2,16300,16055,5355,33.354095
EMMET ,IA ,0,0,16310,2243,0,0
FAYETTE ,IA ,3,2,16320,4386,210,4.7879615
FLOYD ,IA ,1,0,16330,3670,14,.3814714
FRANKLIN ,IA ,0,0,16340,2016,0,0
FREMONT ,IA ,0,0,16350,1635,0,0
GREENE ,IA ,3,3,16360,2253,89,3.9502885
GRUNDY ,IA ,4,4,16370,2413,220,9.117281
GUTHRIE ,IA ,4,4,16380,2495,126,5.0501003
HAMILTON ,IA ,1,1,16390,3096,30,.96899223
HANCOCK ,IA ,0,0,16400,2288,0,0
HARDIN ,IA ,2,1,16410,4250,42,.98823529
HARRISON ,IA ,1,0,16420,3061,14,.45736688
HENRY ,IA ,2,2,16430,3537,169,4.7780604
HOWARD ,IA ,0,0,16440,1991,0,0
HUMBOLDT ,IA ,0,0,16450,2182,0,0
IDA ,IA ,1,1,16460,1644,31,1.8856448
IOWA ,IA ,3,3,16470,2957,99,3.3479879
JACKSON ,IA ,3,3,16480,3990,506,12.681705
JASPER ,IA ,3,2,16490,6538,121,1.8507189
JEFFERSON ,IA ,2,2,16500,2484,44,1.7713366
JOHNSON ,IA ,4,3,16510,11112,345,3.1047516
JONES ,IA ,4,3,16520,3519,207,5.8823528
KEOKUK ,IA ,3,3,16530,2531,97,3.8324773
KOSSUTH ,IA ,1,0,16540,3649,14,.38366675
LEE ,IA ,2,2,16550,6931,219,3.1597173
LINN ,IA ,4,2,16560,29812,2273,7.6244464
LOUISA ,IA ,2,2,16570,1939,72,3.7132542
LUCAS ,IA ,1,1,16580,1996,12,.60120243
LYON ,IA ,0,0,16590,2125,0,0
MADISON ,IA ,2,2,16600,2385,69,2.8930817
MAHASKA ,IA ,3,3,16610,3991,146,3.658231
MARION ,IA ,3,3,16620,5827,215,3.6897202
MARSHALL ,IA ,4,2,16630,7581,182,2.4007387
MILLS ,IA ,0,0,16640,2480,0,0
MITCHELL ,IA ,0,0,16650,2546,0,0
MONONA ,IA ,0,0,16660,2330,0,0
MONROE ,IA ,1,1,16670,1620,109,6.728395
MONTGOMERY ,IA ,0,0,16680,2532,0,0
MUSCATINE ,IA ,4,3,16690,6651,343,5.1571193
OBRIEN ,IA ,1,1,16700,3490,31,.88825214
OSCEOLA ,IA ,0,0,16710,1365,0,0
PAGE ,IA ,1,1,16720,3644,42,1.1525795
PALO ALTO ,IA ,0,0,16730,2273,0,0
PLYMOUTH ,IA ,1,1,16740,4273,329,7.6995087
POCAHONTAS ,IA ,0,0,16750,2043,0,0
POLK ,IA ,8,2,16760,52388,2730,5.2111173
POTTAWATTAMIE ,IA ,5,3,16770,14973,2638,17.61838
POWESHIEK ,IA ,2,1,16780,3681,41,1.1138277
RINGGOLD ,IA ,0,0,16790,1258,0,0
SAC ,IA ,0,0,16800,2614,0,0
SCOTT ,IA ,5,3,16810,23797,1289,5.4166493
SHELBY ,IA ,1,1,16820,2758,55,1.9941987
SIOUX ,IA ,1,1,16830,5224,36,.68912709
STORY ,IA ,3,2,16840,9648,188,1.9485904
TAMA ,IA ,4,4,16850,3634,248,6.8244357
TAYLOR ,IA ,0,0,16860,1610,0,0
UNION ,IA ,1,1,16870,2827,22,.7782101
VAN BUREN ,IA ,2,2,16880,1845,41,2.2222223
WAPELLO ,IA ,2,2,16890,7498,913,12.17658
WARREN ,IA ,5,2,16900,5749,224,3.8963299
WASHINGTON ,IA ,3,2,16910,4257,117,2.7484143
WAYNE ,IA ,1,1,16920,1636,11,.67237163
WEBSTER ,IA ,2,0,16930,7825,58,.74121404
WINNEBAGO ,IA ,1,0,16940,2507,12,.47865975
WINNESHIEK ,IA ,1,0,16950,3621,13,.35901684
WOODBURY ,IA ,3,1,16960,16345,655,4.0073419
WORTH ,IA ,0,0,16970,1472,0,0
WRIGHT ,IA ,1,0,16980,3160,11,.34810126
ADA ,ID ,10,3,13000,39898,8203,20.559927
ADAMS ,ID ,1,1,13010,835,11,1.3173653
BANNOCK ,ID ,5,2,13020,10139,949,9.3598976
BEAR LAKE ,ID ,1,1,13030,1151,51,4.4309297
BENEWAH ,ID ,2,2,13040,1891,128,6.7689052
BINGHAM ,ID ,2,1,13050,5612,76,1.3542409
BLAINE ,ID ,0,0,13060,2041,0,0
BOISE ,ID ,1,1,13070,854,202,23.653397
BONNER ,ID ,3,3,13080,6728,603,8.9625444
BONNEVILLE ,ID ,2,0,13090,11878,72,.60616267
BOUNDARY ,ID ,2,2,13100,1902,169,8.8853836
BUTTE ,ID ,0,0,13110,581,0,0
CANYON ,ID ,8,4,13130,20809,5347,25.695612
CARIBOU ,ID ,0,0,13140,1197,0,0
CASSIA ,ID ,1,1,13150,3116,23,.7381258
CLEARWATER ,ID ,2,2,13170,1944,140,7.2016463
CUSTER ,ID ,0,0,13180,785,0,0
ELMORE ,ID ,3,3,13190,2693,106,3.9361308
FRANKLIN ,ID ,0,0,13200,1597,0,0
FREMONT ,ID ,0,0,13210,1830,0,0
GEM ,ID ,3,3,13220,3058,616,20.143885
GOODING ,ID ,1,1,13230,2376,21,.88383836
IDAHO ,ID ,2,2,13240,3065,272,8.8743887
JEFFERSON ,ID ,0,0,13250,2552,0,0
JEROME ,ID ,2,2,13260,2616,63,2.4082568
KOOTENAI ,ID ,7,4,13270,20758,2292,11.041526
LATAH ,ID ,2,2,13280,4086,226,5.5310817
LEMHI ,ID ,0,0,13290,1731,0,0
LEWIS ,ID ,2,2,13300,1460,56,3.8356164
LINCOLN ,ID ,0,0,13310,570,0,0
MADISON ,ID ,0,0,13320,2146,0,0
MINIDOKA ,ID ,2,1,13330,3190,30,.94043887
NEZ PERCE ,ID ,3,3,13340,7892,601,7.6153069
ONEIDA ,ID ,0,0,13350,721,0,0
OWYHEE ,ID ,2,2,13360,1439,297,20.639334
PAYETTE ,ID ,4,3,13370,3432,548,15.967366
POWER ,ID ,1,1,13380,942,21,2.2292993
SHOSHONE ,ID ,2,2,13390,3170,226,7.1293373
TETON ,ID ,0,0,13400,617,0,0
TWIN FALLS ,ID ,3,1,13410,11409,196,1.717942
VALLEY ,ID ,2,2,13420,1572,55,3.4987278
WASHINGTON ,ID ,4,4,13430,2149,344,16.007444
ADAMS ,IL ,1,0,14000,13103,11,.083950244
ALEXANDER ,IL ,1,1,14010,2015,33,1.6377171
BOND ,IL ,0,0,14020,2985,0,0
BOONE ,IL ,3,2,14030,5885,453,7.697536
BROWN ,IL ,0,0,14040,946,0,0
BUREAU ,IL ,2,1,14050,6859,135,1.9682169
CALHOUN ,IL ,0,0,14060,1101,0,0
CARROLL ,IL ,1,1,14070,3698,73,1.97404
CASS ,IL ,1,1,14080,2535,13,.51282054
CHAMPAIGN ,IL ,5,1,14090,21149,2798,13.22994
CHRISTIAN ,IL ,2,1,14100,6862,115,1.6758963
CLARK ,IL ,1,1,14110,3337,243,7.2819896
CLAY ,IL ,2,1,14120,2987,32,1.071309
CLINTON ,IL ,1,1,14130,5273,62,1.1758013
COLES ,IL ,3,0,14140,8119,81,.9976598
COOK ,IL ,25,2,14141,687981,39831,5.7895494
CRAWFORD ,IL ,3,1,14150,4030,76,1.885856
CUMBERLAND ,IL ,2,2,14160,1893,92,4.8600106
DEKALB ,IL ,0,0,14170,11320,0,0
DEWITT ,IL ,3,2,14180,3082,361,11.713173
DOUGLAS ,IL ,3,3,14190,2951,581,19.688242
DUPAGE ,IL ,8,1,14250,105252,2238,2.1263254
EDGAR ,IL ,2,2,14310,3827,78,2.0381501
EDWARDS ,IL ,0,0,14320,1312,0,0
EFFINGHAM ,IL ,1,0,14330,6095,24,.39376539
FAYETTE ,IL ,0,0,14340,3864,0,0
FORD ,IL ,1,1,14350,2698,201,7.4499631
FRANKLIN ,IL ,2,1,14360,9032,770,8.5252438
FULTON ,IL ,2,2,14370,7622,247,3.2406192
GALLATIN ,IL ,1,1,14380,1435,21,1.4634147
GREENE ,IL ,2,1,14390,3061,74,2.4175105
GRUNDY ,IL ,0,0,14400,5979,0,0
HAMILTON ,IL ,1,1,14410,1859,38,2.0441098
HANCOCK ,IL ,3,1,14420,4256,57,1.3392857
HARDIN ,IL ,0,0,14421,946,0,0
HENDERSON ,IL ,1,1,14440,1455,11,.75601375
HENRY ,IL ,4,3,14450,9159,1042,11.376788
IROQUOIS ,IL ,2,1,14460,6397,156,2.4386432
JACKSON ,IL ,2,2,14470,8212,116,1.412567
JASPER ,IL ,1,1,14480,1832,31,1.6921397
JEFFERSON ,IL ,2,2,14490,7083,91,1.2847663
JERSEY ,IL ,1,0,14500,3273,16,.48884815
JO DAVIESS ,IL ,3,3,14510,4791,1159,24.191193
JOHNSON ,IL ,1,1,14520,2476,23,.92891759
KANE ,IL ,4,1,14530,48630,2273,4.6740694
KANKAKEE ,IL ,2,0,14540,17853,70,.39209098
KENDALL ,IL ,2,1,14550,5723,708,12.371134
KNOX ,IL ,6,2,14560,10960,1034,9.4343061
LA SALLE ,IL ,3,0,14580,20749,112,.53978503
LAKE ,IL ,6,0,14570,71556,262,.3661468
LAWRENCE ,IL ,0,0,14590,3264,0,0
LEE ,IL ,1,1,14600,6628,39,.58841282
LIVINGSTON ,IL ,3,3,14610,6396,452,7.0669169
LOGAN ,IL ,1,1,14620,5202,30,.57670128
MACON ,IL ,3,1,14660,20974,550,2.6222942
MACOUPIN ,IL ,3,0,14670,9831,48,.48825145
MADISON ,IL ,10,4,14680,44768,7809,17.443262
MARION ,IL ,1,1,14690,9301,206,2.2148156
MARSHALL ,IL ,3,3,14700,2393,164,6.853322
MASON ,IL ,1,0,14710,3425,12,.35036495
MASSAC ,IL ,0,0,14720,3155,0,0
MCDONOUGH ,IL ,2,1,14630,5019,52,1.036063
MCHENRY ,IL ,2,0,14640,33418,64,.19151355
MCLEAN ,IL ,6,3,14650,18545,2054,11.075762
MENARD ,IL ,0,0,14730,1988,0,0
MERCER ,IL ,3,2,14740,2980,276,9.2617445
MONROE ,IL ,7,4,14750,4474,614,13.723737
MONTGOMERY ,IL ,1,0,14760,6138,14,.22808732
MORGAN ,IL ,0,0,14770,6856,0,0
MOULTRIE ,IL ,3,2,14780,3158,75,2.3749208
OGLE ,IL ,2,2,14790,8208,303,3.6915205
PEORIA ,IL ,7,3,14800,30533,3173,10.392035
PERRY ,IL ,2,2,14810,4199,159,3.7866158
PIATT ,IL ,3,1,14820,3209,428,13.337488
PIKE ,IL ,1,0,14830,3708,14,.37756202
POPE ,IL ,0,0,14831,863,0,0
PULASKI ,IL ,1,1,14850,1345,54,4.0148697
PUTNAM ,IL ,1,1,14860,1160,18,1.5517242
RANDOLPH ,IL ,3,2,14870,5994,223,3.720387
RICHLAND ,IL ,1,1,14880,3506,48,1.3690816
ROCK ISLAND ,IL ,3,2,14890,26815,4206,15.685251
SAINT CLAIR ,IL ,11,4,14900,39650,6373,16.073139
SALINE ,IL ,2,1,14910,5927,58,.97857261
SANGAMON ,IL ,5,0,14920,31296,181,.5783487
SCHUYLER ,IL ,0,0,14921,1392,0,0
SCOTT ,IL ,0,0,14940,981,0,0
SHELBY ,IL ,1,0,14950,4440,11,.24774775
STARK ,IL ,1,1,14960,1318,39,2.9590287
STEPHENSON ,IL ,4,1,14970,9908,758,7.6503835
TAZEWELL ,IL ,5,3,14980,23165,2100,9.0654001
UNION ,IL ,2,1,14981,3723,44,1.1818426
VERMILION ,IL ,5,1,14982,16361,2448,14.962411
WABASH ,IL ,1,1,14983,2360,13,.55084747
WARREN ,IL ,3,1,14984,3379,65,1.9236461
WASHINGTON ,IL ,2,1,14985,2629,51,1.9399011
WAYNE ,IL ,1,0,14986,3506,12,.3422704
WHITE ,IL ,2,2,14987,3782,116,3.0671601
WHITESIDE ,IL ,2,2,14988,12030,238,1.9783874
WILL ,IL ,11,0,14989,58093,537,.92437989
WILLIAMSON ,IL ,2,1,14990,11851,472,3.9827862
WINNEBAGO ,IL ,4,2,14991,45151,3483,7.7141147
WOODFORD ,IL ,4,3,14992,5171,353,6.8265324
ADAMS ,IN ,3,2,15000,4777,133,2.7841742
ALLEN ,IN ,9,2,15010,46499,2494,5.3635564
BARTHOLOMEW ,IN ,0,0,15020,11831,0,0
BENTON ,IN ,1,1,15030,1711,137,8.0070133
BLACKFORD ,IN ,0,0,15040,2625,0,0
BOONE ,IN ,2,1,15050,6246,194,3.1059878
BROWN ,IN ,1,1,15060,1491,17,1.1401744
CARROLL ,IN ,1,1,15070,2763,405,14.657981
CASS ,IN ,1,0,15080,6864,21,.30594406
CLARK ,IN ,4,0,15090,16870,137,.81209248
CLAY ,IN ,1,1,15100,5192,49,.94375962
CLINTON ,IN ,1,1,15110,5391,495,9.1819696
CRAWFORD ,IN ,0,0,15120,2109,0,0
DAVIESS ,IN ,1,0,15130,4693,11,.23439164
DE KALB ,IN ,3,1,15160,6008,138,2.2969375
DEARBORN ,IN ,1,0,15140,7052,12,.1701645
DECATUR ,IN ,1,0,15150,4273,17,.39784694
DELAWARE ,IN ,0,0,15170,19681,0,0
DUBOIS ,IN ,2,0,15180,6354,28,.4406673
ELKHART ,IN ,4,1,15190,24965,663,2.6557181
FAYETTE ,IN ,0,0,15200,4974,0,0
FLOYD ,IN ,1,0,15210,11250,55,.48888889
FOUNTAIN ,IN ,1,1,15220,3798,111,2.9225907
FRANKLIN ,IN ,1,1,15230,3122,23,.73670721
FULTON ,IN ,2,1,15240,3635,127,3.4938102
GIBSON ,IN ,3,2,15250,5823,493,8.4664259
GRANT ,IN ,1,0,15260,13684,21,.1534639
GREENE ,IN ,1,1,15270,5951,42,.70576376
HAMILTON ,IN ,5,2,15280,18887,626,3.3144491
HANCOCK ,IN ,1,1,15290,8504,221,2.5987771
HARRISON ,IN ,0,0,15300,5742,0,0
HENDRICKS ,IN ,3,1,15310,13601,754,5.5437102
HENRY ,IN ,0,0,15320,9243,0,0
HOWARD ,IN ,0,0,15330,15086,0,0
HUNTINGTON ,IN ,2,2,15340,6764,370,5.4701362
JACKSON ,IN ,0,0,15350,7292,0,0
JASPER ,IN ,1,1,15360,5073,408,8.0425787
JAY ,IN ,0,0,15370,4118,0,0
JEFFERSON ,IN ,0,0,15380,5689,0,0
JENNINGS ,IN ,0,0,15390,4178,0,0
JOHNSON ,IN ,3,2,15400,17422,590,3.3865228
KNOX ,IN ,1,1,15410,7470,51,.68273091
KOSCIUSKO ,IN ,2,1,15420,10876,400,3.6778228
LA PORTE ,IN ,0,0,15450,17645,0,0
LAGRANGE ,IN ,1,1,15430,4085,85,2.0807834
LAKE ,IN ,5,0,15440,76226,152,.19940703
LAWRENCE ,IN ,0,0,15460,8407,0,0
MADISON ,IN ,1,0,15470,24323,21,.086338036
MARION ,IN ,6,2,15480,118019,6192,5.246613
MARSHALL ,IN ,2,1,15490,7080,96,1.3559322
MARTIN ,IN ,0,0,15500,2001,0,0
MIAMI ,IN ,2,2,15510,5818,146,2.5094535
MONROE ,IN ,0,0,15520,14591,0,0
MONTGOMERY ,IN ,1,1,15530,6571,84,1.2783443
MORGAN ,IN ,4,1,15540,9437,323,3.4226978
NEWTON ,IN ,1,1,15550,2029,147,7.2449484
NOBLE ,IN ,2,1,15560,6241,217,3.4770069
OHIO ,IN ,0,0,15570,871,0,0
ORANGE ,IN ,0,0,15580,3559,0,0
OWEN ,IN ,0,0,15590,3244,0,0
PARKE ,IN ,0,0,15600,2972,0,0
PERRY ,IN ,1,1,15610,3318,63,1.8987342
PIKE ,IN ,2,2,15620,2416,235,9.7268209
PORTER ,IN ,0,0,15630,20359,0,0
POSEY ,IN ,2,1,15640,3870,263,6.7958655
PULASKI ,IN ,1,1,15650,2550,17,.66666669
PUTNAM ,IN ,1,0,15660,5266,15,.28484619
RANDOLPH ,IN ,0,0,15670,5085,0,0
RIPLEY ,IN ,0,0,15680,5021,0,0
RUSH ,IN ,0,0,15690,2977,0,0
SCOTT ,IN ,0,0,15710,4296,0,0
SHELBY ,IN ,2,1,15720,6309,90,1.4265336
SPENCER ,IN ,1,1,15730,3426,158,4.6117921
ST JOSEPH ,IN ,5,3,15700,41523,922,2.2204561
STARKE ,IN ,0,0,15740,4183,0,0
STEUBEN ,IN ,1,0,15750,5431,16,.29460505
SULLIVAN ,IN ,1,1,15760,3725,38,1.0201342
SWITZERLAND ,IN ,0,0,15770,1425,0,0
TIPPECANOE ,IN ,2,1,15780,17253,2338,13.551267
VANDERBURGH ,IN ,4,1,15810,31415,2964,9.4349833
VERMILLION ,IN ,1,1,15820,2984,41,1.3739946
VIGO ,IN ,1,0,15830,17669,50,.28298149
WABASH ,IN ,1,1,15840,6590,329,4.9924126
WARREN ,IN ,1,1,15850,1088,88,8.0882349
WARRICK ,IN ,4,2,15860,7649,554,7.2427769
WASHINGTON ,IN ,2,1,15870,4225,52,1.2307693
WAYNE ,IN ,0,0,15880,13832,0,0
WELLS ,IN ,2,2,15890,4170,309,7.4100718
WHITE ,IN ,1,1,15900,5116,321,6.2744331
WHITLEY ,IN ,2,2,15910,5144,329,6.3958011
ALLEN ,KS ,0,0,17000,2789,0,0
ANDERSON ,KS ,0,0,17010,1743,0,0
ATCHISON ,KS ,0,0,17020,2963,0,0
BARBER ,KS ,0,0,17030,1186,0,0
BARTON ,KS ,1,0,17040,5416,20,.36927623
BOURBON ,KS ,0,0,17050,2993,0,0
BROWN ,KS ,0,0,17060,2205,0,0
BUTLER ,KS ,1,0,17070,8655,31,.35817447
CHASE ,KS ,1,1,17080,561,11,1.9607843
CHAUTAUQUA ,KS ,0,0,17090,995,0,0
CHEROKEE ,KS ,1,0,17100,3958,11,.27791813
CHEYENNE ,KS ,0,0,17110,770,0,0
CLARK ,KS ,0,0,17120,528,0,0
CLAY ,KS ,0,0,17130,1895,0,0
CLOUD ,KS ,0,0,17140,2421,0,0
COFFEY ,KS ,0,0,17150,1568,0,0
COMANCHE ,KS ,0,0,17160,485,0,0
COWLEY ,KS ,2,2,17170,6171,133,2.1552422
CRAWFORD ,KS ,1,1,17180,6826,89,1.3038383
DICKINSON ,KS ,1,1,17200,3926,22,.56036681
DOUGLAS ,KS ,2,0,17220,10788,44,.40786058
EDWARDS ,KS ,0,0,17230,685,0,0
ELK ,KS ,0,0,17240,793,0,0
ELLIS ,KS ,0,0,17250,4433,0,0
ELLSWORTH ,KS ,0,0,17260,1276,0,0
FINNEY ,KS ,0,0,17270,3841,0,0
FORD ,KS ,1,1,17280,3748,30,.8004269
FRANKLIN ,KS ,1,0,17290,4107,18,.43827611
GEARY ,KS ,0,0,17300,3123,0,0
GOVE ,KS ,0,0,17310,746,0,0
GRAHAM ,KS ,0,0,17320,735,0,0
GRANT ,KS ,0,0,17330,899,0,0
GRAY ,KS ,0,0,17340,833,0,0
GREENWOOD ,KS ,0,0,17360,1826,0,0
HAMILTON ,KS ,0,0,17370,471,0,0
HARPER ,KS ,0,0,17380,1414,0,0
HARVEY ,KS ,2,1,17390,6379,222,3.4801693
HODGEMAN ,KS ,0,0,17410,389,0,0
JACKSON ,KS ,1,1,17420,2156,17,.78849721
JEFFERSON ,KS ,1,1,17430,3116,27,.86649549
JEWELL ,KS ,0,0,17440,928,0,0
JOHNSON ,KS ,7,3,17450,56867,8203,14.424886
KINGMAN ,KS ,0,0,17470,1665,0,0
LABETTE ,KS ,0,0,17490,4435,0,0
LANE ,KS ,0,0,17500,447,0,0
LEAVENWORTH ,KS ,4,0,17510,7970,68,.85319948
LINCOLN ,KS ,0,0,17520,766,0,0
LINN ,KS ,0,0,17530,2011,0,0
LOGAN ,KS ,0,0,17540,672,0,0
LYON ,KS ,1,1,17550,5057,146,2.8870871
MARION ,KS ,1,1,17570,2789,15,.53782719
MARSHALL ,KS ,1,1,17580,2448,74,3.0228758
MCPHERSON ,KS ,0,0,17560,5564,0,0
MIAMI ,KS ,4,2,17600,3802,89,2.3408732
MITCHELL ,KS ,0,0,17610,1487,0,0
MONTGOMERY ,KS ,2,0,17620,7693,28,.36396724
MORRIS ,KS ,0,0,17630,1335,0,0
NEMAHA ,KS ,0,0,17650,2201,0,0
NEOSHO ,KS ,1,1,17660,3372,42,1.2455516
NESS ,KS ,0,0,17670,884,0,0
NORTON ,KS ,0,0,17680,1172,0,0
OSAGE ,KS ,1,1,17690,2981,77,2.5830259
OSBORNE ,KS ,0,0,17700,1075,0,0
OTTAWA ,KS ,0,0,17710,1101,0,0
PAWNEE ,KS ,0,0,17720,1207,0,0
POTTAWATOMIE ,KS ,0,0,17740,2663,0,0
PRATT ,KS ,0,0,17750,1855,0,0
RAWLINS ,KS ,0,0,17760,738,0,0
RENO ,KS ,1,0,17770,12059,52,.4312132
REPUBLIC ,KS ,0,0,17780,1427,0,0
RICE ,KS ,0,0,17790,2087,0,0
RILEY ,KS ,0,0,17800,5753,0,0
RUSH ,KS ,0,0,17820,919,0,0
RUSSELL ,KS ,0,0,17830,1838,0,0
SALINE ,KS ,2,2,17840,9102,124,1.3623379
SCOTT ,KS ,0,0,17841,425,0,0
SEDGWICK ,KS ,6,1,17860,63315,1649,2.6044381
SHAWNEE ,KS ,2,1,17880,29554,894,3.0249712
SHERMAN ,KS ,0,0,17900,1304,0,0
STAFFORD ,KS ,0,0,17920,1101,0,0
STEVENS ,KS ,0,0,17940,790,0,0
SUMNER ,KS ,1,1,17950,4526,86,1.9001325
THOMAS ,KS ,0,0,17960,1286,0,0
